Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,City,Product_ID,Sales,Quantity,Discount,Profit,Return
CA-2017-110905,9/10/2017,9/15/2017,Second Class,RW-19690,Springfield,OFF-BI-10002954,13.71,3,0,6.5808,0
CA-2017-110905,9/10/2017,9/15/2017,Second Class,RW-19690,Springfield,OFF-PA-10002586,24.9,5,0,11.703,0
CA-2017-110905,9/10/2017,9/15/2017,Second Class,RW-19690,Springfield,OFF-ST-10000025,286.29,3,0,17.1774,0
CA-2017-110905,9/10/2017,9/15/2017,Second Class,RW-19690,Springfield,OFF-AP-10003281,24.18,2,0,7.254,0
CA-2017-165841,12/21/2017,12/28/2017,Standard Class,DB-13210,Paterson,TEC-PH-10002103,281.97,3,0,78.9516,0
CA-2017-165841,12/21/2017,12/28/2017,Standard Class,DB-13210,Paterson,OFF-SU-10000898,69.5,5,0,20.155,0
CA-2017-165841,12/21/2017,12/28/2017,Standard Class,DB-13210,Paterson,OFF-PA-10001144,166.44,3,0,79.8912,0
CA-2017-117485,9/23/2017,9/29/2017,Standard Class,BD-11320,Tulsa,TEC-AC-10004659,291.96,4,0,102.186,0
CA-2017-140242,5/6/2017,5/11/2017,Standard Class,ML-17755,Chicago,OFF-AR-10004752,6.408,3,0.2,0.6408,0
CA-2017-140242,5/6/2017,5/11/2017,Standard Class,ML-17755,Chicago,TEC-AC-10004659,408.744,7,0.2,76.6395,0
CA-2014-148950,12/14/2014,12/19/2014,Standard Class,JD-16015,Chicago,OFF-BI-10001249,5.104,4,0.8,-8.6768,1
CA-2014-148950,12/14/2014,12/19/2014,Standard Class,JD-16015,Chicago,OFF-FA-10003059,2.896,2,0.2,0.4706,1
CA-2014-148950,12/14/2014,12/19/2014,Standard Class,JD-16015,Chicago,TEC-AC-10002718,35.016,3,0.2,-2.1885,1
CA-2014-110408,10/18/2014,10/20/2014,Second Class,AS-10225,Montgomery,OFF-ST-10001522,275.97,3,0,11.0388,0
CA-2014-110408,10/18/2014,10/20/2014,Second Class,AS-10225,Montgomery,TEC-PH-10002352,1394.95,5,0,362.687,0
CA-2014-110408,10/18/2014,10/20/2014,Second Class,AS-10225,Montgomery,FUR-CH-10003774,545.88,6,0,70.9644,0
CA-2015-109939,5/8/2015,5/12/2015,Standard Class,AA-10375,Salem,OFF-AR-10000127,5.248,2,0.2,0.5904,0
CA-2016-112669,4/14/2016,4/14/2016,Same Day,KT-16465,Glendale,FUR-CH-10004086,933.536,4,0.2,105.0228,0
CA-2016-112669,4/14/2016,4/14/2016,Same Day,KT-16465,Glendale,OFF-ST-10001228,42.976,4,0.2,4.2976,0
CA-2015-119592,12/14/2015,12/16/2015,Second Class,MM-18280,Columbus,OFF-BI-10004187,3.76,2,0,1.8048,0
CA-2014-122749,12/3/2014,12/9/2014,Standard Class,NG-18430,Oklahoma City,TEC-PH-10003811,479.96,4,0,134.3888,0
CA-2014-164721,11/25/2014,11/27/2014,Second Class,LW-16825,Brentwood,OFF-AP-10000240,320.88,6,0,93.0552,1
CA-2014-164721,11/25/2014,11/27/2014,Second Class,LW-16825,Brentwood,FUR-FU-10001940,23.88,3,0,10.5072,1
CA-2014-164721,11/25/2014,11/27/2014,Second Class,LW-16825,Brentwood,OFF-PA-10000575,26.76,4,0,12.3096,1
CA-2016-147417,7/25/2016,7/27/2016,First Class,CB-12415,Columbus,TEC-CO-10001449,1439.976,4,0.4,191.9968,0
CA-2015-127509,11/9/2015,11/13/2015,Standard Class,AS-10090,Springfield,OFF-BI-10002393,17.22,3,0,7.9212,0
CA-2015-127509,11/9/2015,11/13/2015,Standard Class,AS-10090,Springfield,FUR-TA-10002855,1024.38,7,0,215.1198,0
CA-2015-127509,11/9/2015,11/13/2015,Standard Class,AS-10090,Springfield,OFF-EN-10000781,26.22,3,0,12.3234,0
CA-2015-127509,11/9/2015,11/13/2015,Standard Class,AS-10090,Springfield,OFF-PA-10002160,17.34,3,0,8.4966,0
CA-2017-111374,2/24/2017,2/28/2017,Standard Class,CB-12415,Philadelphia,OFF-BI-10004970,4.956,4,0.7,-3.7996,0
CA-2017-133648,6/25/2017,7/2/2017,Standard Class,ML-17755,Springfield,OFF-LA-10003923,71.04,6,0.2,26.64,0
CA-2017-133648,6/25/2017,7/2/2017,Standard Class,ML-17755,Springfield,OFF-AR-10002257,5.344,2,0.2,0.7348,0
CA-2017-133648,6/25/2017,7/2/2017,Standard Class,ML-17755,Springfield,OFF-FA-10004395,11.304,3,0.2,-2.1195,0
US-2017-147221,12/2/2017,12/4/2017,Second Class,JS-16030,Houston,OFF-AP-10002534,294.62,5,0.8,-766.012,0
US-2017-147221,12/2/2017,12/4/2017,Second Class,JS-16030,Houston,FUR-FU-10004020,8.752,4,0.6,-3.7196,0
CA-2014-131905,2/6/2014,2/9/2014,First Class,ND-18460,Chesapeake,OFF-LA-10002787,15,4,0,7.2,0
CA-2014-131905,2/6/2014,2/9/2014,First Class,ND-18460,Chesapeake,TEC-PH-10003645,161.61,1,0,42.0186,0
CA-2014-131905,2/6/2014,2/9/2014,First Class,ND-18460,Chesapeake,TEC-PH-10001615,144.95,5,0,42.0355,0
CA-2017-166128,4/11/2017,4/18/2017,Standard Class,LW-17215,Pasadena,TEC-AC-10001767,199.95,5,0,21.9945,0
CA-2017-166128,4/11/2017,4/18/2017,Standard Class,LW-17215,Pasadena,OFF-AR-10001221,41.86,7,0,14.2324,0
CA-2017-163510,12/25/2017,12/28/2017,Second Class,JW-15955,Louisville,OFF-ST-10000563,95.94,3,0,9.594,0
CA-2017-163510,12/25/2017,12/28/2017,Second Class,JW-15955,Louisville,FUR-CH-10001146,304.45,5,0,76.1125,0
US-2017-143028,4/11/2017,4/18/2017,Standard Class,SC-20050,Lubbock,OFF-BI-10004738,11.364,3,0.8,-17.046,0
CA-2014-111150,12/31/2014,1/4/2015,Standard Class,RW-19630,Columbia,OFF-AR-10000034,29.68,7,0,11.5752,0
CA-2014-111150,12/31/2014,1/4/2015,Standard Class,RW-19630,Columbia,TEC-AC-10000290,47.53,7,0,16.1602,0
CA-2017-165386,8/3/2017,8/4/2017,First Class,CM-12190,Chicago,FUR-BO-10003034,183.372,2,0.3,-36.6744,0
CA-2014-116407,11/15/2014,11/21/2014,Standard Class,JF-15190,Johnson City,OFF-AR-10001315,4.224,3,0.2,0.4752,0
CA-2014-116407,11/15/2014,11/21/2014,Standard Class,JF-15190,Johnson City,OFF-AP-10002118,333.056,2,0.2,29.1424,0
CA-2014-116407,11/15/2014,11/21/2014,Standard Class,JF-15190,Johnson City,OFF-PA-10002137,24.896,4,0.2,7.78,0
CA-2015-155761,12/11/2015,12/11/2015,Same Day,SC-20800,Houston,TEC-AC-10001606,159.984,2,0.2,35.9964,1
CA-2015-155761,12/11/2015,12/11/2015,Same Day,SC-20800,Houston,OFF-ST-10000943,46.344,3,0.2,4.6344,1
CA-2016-145905,9/18/2016,9/23/2016,Standard Class,AM-10705,Auburn,FUR-CH-10001854,350.98,1,0,84.2352,0
CA-2016-145905,9/18/2016,9/23/2016,Standard Class,AM-10705,Auburn,OFF-PA-10000533,13.08,2,0,6.0168,0
CA-2016-145905,9/18/2016,9/23/2016,Standard Class,AM-10705,Auburn,OFF-ST-10003716,900.08,4,0,117.0104,0
CA-2015-113110,3/19/2015,3/23/2015,Standard Class,BK-11260,San Bernardino,OFF-BI-10000088,17.568,2,0.2,6.3684,0
CA-2015-113110,3/19/2015,3/23/2015,Standard Class,BK-11260,San Bernardino,OFF-LA-10000240,14.62,2,0,6.8714,0
CA-2015-113110,3/19/2015,3/23/2015,Standard Class,BK-11260,San Bernardino,OFF-SU-10001165,33.36,4,0,8.6736,0
CA-2015-113110,3/19/2015,3/23/2015,Standard Class,BK-11260,San Bernardino,OFF-PA-10002749,40.14,6,0,19.6686,0
CA-2016-168354,9/19/2016,9/21/2016,First Class,RH-19510,Providence,OFF-ST-10001490,1606.23,9,0,481.869,0
CA-2016-168354,9/19/2016,9/21/2016,First Class,RH-19510,Providence,OFF-PA-10002377,17.04,3,0,7.668,0
CA-2016-168354,9/19/2016,9/21/2016,First Class,RH-19510,Providence,OFF-BI-10004826,49.53,3,0,23.7744,0
CA-2016-168354,9/19/2016,9/21/2016,First Class,RH-19510,Providence,FUR-CH-10004675,872.32,4,0,244.2496,0
US-2017-111241,8/20/2017,8/22/2017,Second Class,GM-14500,Fresno,OFF-BI-10002867,239.12,5,0.2,77.714,0
CA-2015-114237,3/13/2015,3/15/2015,First Class,MC-17275,Seattle,FUR-BO-10004409,141.96,2,0,39.7488,0
CA-2016-113516,9/8/2016,9/10/2016,Second Class,VM-21685,Lancaster,OFF-BI-10002225,33.024,2,0.2,11.5584,0
CA-2016-113516,9/8/2016,9/10/2016,Second Class,VM-21685,Lancaster,OFF-BI-10001989,67.136,4,0.2,23.4976,0
CA-2015-117961,11/26/2015,11/30/2015,Standard Class,GP-14740,Leominster,OFF-BI-10000343,14.73,3,0,6.9231,0
CA-2015-117961,11/26/2015,11/30/2015,Standard Class,GP-14740,Leominster,OFF-ST-10001172,104.9,5,0,25.176,0
CA-2015-117961,11/26/2015,11/30/2015,Standard Class,GP-14740,Leominster,OFF-BI-10003707,61.04,4,0,30.52,0
CA-2015-117961,11/26/2015,11/30/2015,Standard Class,GP-14740,Leominster,OFF-PA-10001274,10.95,3,0,5.1465,0
CA-2016-128923,12/9/2016,12/13/2016,Standard Class,GB-14530,Fort Worth,OFF-PA-10002250,9.392,2,0.2,3.2872,0
CA-2016-128923,12/9/2016,12/13/2016,Standard Class,GB-14530,Fort Worth,OFF-AR-10000475,9.328,1,0.2,0.8162,0
CA-2017-162481,9/25/2017,9/29/2017,Standard Class,CT-11995,Rochester,OFF-BI-10002976,8.26,2,0,3.8822,0
CA-2017-162481,9/25/2017,9/29/2017,Standard Class,CT-11995,Rochester,FUR-CH-10003061,269.97,3,0,51.2943,0
CA-2015-119214,1/23/2015,1/27/2015,Standard Class,CW-11905,Bozeman,OFF-PA-10002893,29.04,3,0,13.9392,1
CA-2015-119214,1/23/2015,1/27/2015,Standard Class,CW-11905,Bozeman,OFF-LA-10003077,14.62,2,0,6.8714,1
CA-2015-122287,6/18/2015,6/23/2015,Standard Class,SN-20560,Peoria,OFF-PA-10001661,11.952,3,0.2,4.3326,0
CA-2015-122287,6/18/2015,6/23/2015,Standard Class,SN-20560,Peoria,OFF-BI-10004656,4.536,7,0.7,-3.3264,0
CA-2015-122287,6/18/2015,6/23/2015,Standard Class,SN-20560,Peoria,OFF-BI-10003707,9.156,2,0.7,-6.104,0
CA-2015-122287,6/18/2015,6/23/2015,Standard Class,SN-20560,Peoria,FUR-FU-10004973,75.36,5,0.2,20.724,0
CA-2015-104493,10/2/2015,10/8/2015,Standard Class,EB-13705,San Diego,OFF-BI-10004817,57.504,6,0.2,20.1264,0
US-2017-158946,11/18/2017,11/23/2017,Standard Class,JW-15220,Lakewood,OFF-AR-10001860,38.864,7,0.2,7.7728,0
CA-2014-129168,8/17/2014,8/23/2014,Standard Class,KB-16585,Houston,OFF-PA-10001639,15.552,3,0.2,5.4432,0
CA-2016-131835,7/17/2016,7/21/2016,Standard Class,MC-17590,Perth Amboy,OFF-AP-10004487,162.64,2,0,45.5392,0
CA-2016-131835,7/17/2016,7/21/2016,Standard Class,MC-17590,Perth Amboy,TEC-PH-10001760,597,3,0,280.59,0
CA-2016-131835,7/17/2016,7/21/2016,Standard Class,MC-17590,Perth Amboy,OFF-PA-10004071,55.48,1,0,26.6304,0
CA-2015-142237,7/11/2015,7/13/2015,First Class,CK-12595,Philadelphia,FUR-FU-10004848,289.8,7,0.2,36.225,0
CA-2015-142237,7/11/2015,7/13/2015,First Class,CK-12595,Philadelphia,OFF-BI-10004022,2.502,3,0.7,-2.0016,0
CA-2015-142237,7/11/2015,7/13/2015,First Class,CK-12595,Philadelphia,OFF-BI-10003669,6.48,4,0.7,-4.752,0
CA-2015-142237,7/11/2015,7/13/2015,First Class,CK-12595,Philadelphia,FUR-CH-10003833,341.488,8,0.3,-73.176,0
CA-2015-142237,7/11/2015,7/13/2015,First Class,CK-12595,Philadelphia,OFF-AR-10003732,11.12,5,0.2,0.834,0
CA-2015-142237,7/11/2015,7/13/2015,First Class,CK-12595,Philadelphia,FUR-FU-10003142,25.344,6,0.2,3.4848,0
CA-2016-136434,12/1/2016,12/7/2016,Standard Class,RD-19480,Richmond,FUR-FU-10001196,17.31,3,0,5.193,0
CA-2017-120376,12/22/2017,12/25/2017,First Class,TP-21130,Detroit,TEC-AC-10001114,199.95,5,0,63.984,0
CA-2017-120376,12/22/2017,12/25/2017,First Class,TP-21130,Detroit,FUR-CH-10002335,1586.69,7,0,412.5394,0
CA-2017-120376,12/22/2017,12/25/2017,First Class,TP-21130,Detroit,TEC-AC-10000844,84.99,1,0,30.5964,0
CA-2017-120376,12/22/2017,12/25/2017,First Class,TP-21130,Detroit,FUR-TA-10004534,411.8,2,0,70.006,0
CA-2014-106439,10/31/2014,11/4/2014,Standard Class,GG-14650,Los Angeles,OFF-FA-10002975,11.34,3,0,5.2164,0
CA-2014-106439,10/31/2014,11/4/2014,Standard Class,GG-14650,Los Angeles,OFF-ST-10003996,80.3,5,0,20.878,0
CA-2014-106439,10/31/2014,11/4/2014,Standard Class,GG-14650,Los Angeles,OFF-BI-10002571,15.968,2,0.2,5.3892,0
CA-2014-106439,10/31/2014,11/4/2014,Standard Class,GG-14650,Los Angeles,OFF-PA-10000477,64.74,13,0,30.4278,0
CA-2014-106439,10/31/2014,11/4/2014,Standard Class,GG-14650,Los Angeles,OFF-BI-10004209,19.296,3,0.2,6.03,0
CA-2014-106439,10/31/2014,11/4/2014,Standard Class,GG-14650,Los Angeles,OFF-ST-10001963,405.64,4,0,12.1692,0
CA-2014-106439,10/31/2014,11/4/2014,Standard Class,GG-14650,Los Angeles,FUR-CH-10003833,146.352,3,0.2,-9.147,0
CA-2014-106439,10/31/2014,11/4/2014,Standard Class,GG-14650,Los Angeles,TEC-AC-10004568,251.91,9,0,47.8629,0
CA-2014-106439,10/31/2014,11/4/2014,Standard Class,GG-14650,Los Angeles,OFF-AR-10001419,12.39,3,0,3.717,0
CA-2015-133452,4/13/2015,4/19/2015,Standard Class,ZC-21910,Pomona,TEC-AC-10002800,199.96,4,0,69.986,0
CA-2015-133452,4/13/2015,4/19/2015,Standard Class,ZC-21910,Pomona,FUR-TA-10003954,710.832,3,0.2,-97.7394,0
CA-2016-146521,7/21/2016,7/23/2016,Second Class,CC-12610,Philadelphia,OFF-BI-10000301,1.941,1,0.7,-1.294,0
US-2017-110996,11/20/2017,11/25/2017,Standard Class,KA-16525,Ontario,FUR-CH-10003956,283.92,5,0.2,-46.137,0
CA-2016-129693,11/26/2016,12/2/2016,Standard Class,TC-20980,Seattle,OFF-BI-10002954,7.312,2,0.2,2.5592,0
CA-2017-122504,11/7/2017,11/12/2017,Second Class,DB-13270,Brentwood,TEC-AC-10003289,59.97,3,0,13.7931,1
CA-2017-122504,11/7/2017,11/12/2017,Second Class,DB-13270,Brentwood,TEC-PH-10002468,761.544,7,0.2,66.6351,1
CA-2014-131051,12/1/2014,12/5/2014,Standard Class,TR-21325,San Francisco,FUR-FU-10001861,58.2,3,0,28.518,0
CA-2017-140676,9/12/2017,9/15/2017,First Class,BF-11080,Baltimore,OFF-PA-10004082,39.9,5,0,19.95,0
CA-2017-140676,9/12/2017,9/15/2017,First Class,BF-11080,Baltimore,OFF-AP-10000358,90.86,7,0,26.3494,0
CA-2017-140676,9/12/2017,9/15/2017,First Class,BF-11080,Baltimore,OFF-PA-10004243,94.85,5,0,45.528,0
CA-2015-120103,12/24/2015,12/29/2015,Standard Class,MS-17365,Phoenix,OFF-PA-10001295,106.232,7,0.2,37.1812,0
CA-2015-120103,12/24/2015,12/29/2015,Standard Class,MS-17365,Phoenix,TEC-PH-10002170,111.984,2,0.2,11.1984,0
CA-2015-120103,12/24/2015,12/29/2015,Standard Class,MS-17365,Phoenix,FUR-FU-10002885,7.712,2,0.2,1.7352,0
CA-2017-104647,2/23/2017,3/1/2017,Standard Class,CK-12595,Los Angeles,OFF-PA-10002870,37.44,6,0,16.848,0
CA-2014-110352,11/23/2014,11/29/2014,Standard Class,ED-13885,Houston,OFF-LA-10003923,23.68,2,0.2,8.88,0
CA-2016-140501,6/23/2016,6/28/2016,Standard Class,IM-15070,New York City,OFF-LA-10003510,122.12,4,0,56.1752,0
CA-2016-140501,6/23/2016,6/28/2016,Standard Class,IM-15070,New York City,OFF-LA-10000248,18.45,5,0,8.6715,0
CA-2016-140501,6/23/2016,6/28/2016,Standard Class,IM-15070,New York City,OFF-ST-10000060,324.9,5,0,38.988,0
CA-2016-140501,6/23/2016,6/28/2016,Standard Class,IM-15070,New York City,OFF-PA-10003129,146.73,3,0,68.9631,0
CA-2016-140501,6/23/2016,6/28/2016,Standard Class,IM-15070,New York City,OFF-FA-10004076,3.96,2,0,1.4652,0
CA-2015-139290,10/26/2015,10/30/2015,Standard Class,MY-17380,Rancho Cucamonga,OFF-LA-10004008,5.76,2,0,2.6496,0
CA-2017-166142,7/15/2017,7/19/2017,Standard Class,MM-17260,Wilmington,OFF-BI-10004094,26.55,3,0,13.0095,1
CA-2017-166142,7/15/2017,7/19/2017,Standard Class,MM-17260,Wilmington,FUR-TA-10004607,310.443,3,0.3,-48.7839,1
CA-2014-145926,11/17/2014,11/21/2014,Standard Class,MP-17470,Moorhead,FUR-CH-10004289,479.9,5,0,81.583,0
CA-2015-149678,4/13/2015,4/15/2015,Second Class,AW-10840,Farmington,OFF-SU-10004498,12.88,1,0,0.3864,0
US-2015-164357,11/25/2015,11/29/2015,Standard Class,SF-20065,Wilmington,OFF-AR-10001177,13.12,5,0.2,1.476,0
US-2016-146570,5/15/2016,5/20/2016,Standard Class,SN-20710,Jackson,OFF-BI-10001718,511.84,8,0,240.5648,0
US-2016-146570,5/15/2016,5/20/2016,Standard Class,SN-20710,Jackson,OFF-AR-10004602,91.96,4,0,25.7488,0
US-2016-146570,5/15/2016,5/20/2016,Standard Class,SN-20710,Jackson,OFF-AR-10003856,8.34,3,0,2.1684,0
CA-2017-124401,9/7/2017,9/12/2017,Standard Class,RD-19900,Portland,OFF-ST-10000649,37.68,3,0.2,2.355,1
CA-2017-124401,9/7/2017,9/12/2017,Standard Class,RD-19900,Portland,TEC-AC-10002926,279.944,7,0.2,80.4839,1
US-2014-140116,3/10/2014,3/17/2014,Standard Class,KT-16480,Denver,OFF-ST-10000078,636.408,3,0.2,-15.9102,0
US-2014-140116,3/10/2014,3/17/2014,Standard Class,KT-16480,Denver,OFF-AR-10001044,83.168,4,0.2,9.3564,0
CA-2014-123295,7/18/2014,7/18/2014,Same Day,AH-10120,Tucson,FUR-CH-10002372,259.136,4,0.2,-25.9136,0
CA-2017-167101,3/24/2017,3/28/2017,Second Class,BM-11650,New York City,OFF-PA-10000357,221.92,4,0,106.5216,0
CA-2017-167101,3/24/2017,3/28/2017,Second Class,BM-11650,New York City,TEC-AC-10001266,26,2,0,11.7,0
US-2014-167633,9/30/2014,10/5/2014,Standard Class,BW-11200,Boynton Beach,OFF-PA-10004888,15.552,3,0.2,5.4432,0
US-2014-152723,9/26/2014,9/26/2014,Same Day,HG-14965,Mesquite,OFF-BI-10003460,0.876,1,0.8,-1.4016,0
CA-2015-164882,10/31/2015,10/31/2015,Same Day,SG-20080,Redlands,OFF-PA-10000157,19.98,1,0,9.3906,1
CA-2015-164882,10/31/2015,10/31/2015,Same Day,SG-20080,Redlands,OFF-BI-10004519,398.352,3,0.2,124.485,1
CA-2015-164882,10/31/2015,10/31/2015,Same Day,SG-20080,Redlands,OFF-AR-10004272,5.04,3,0,1.26,1
CA-2015-164882,10/31/2015,10/31/2015,Same Day,SG-20080,Redlands,OFF-FA-10000585,17.45,5,0,8.027,1
CA-2015-164882,10/31/2015,10/31/2015,Same Day,SG-20080,Redlands,FUR-CH-10004218,323.136,4,0.2,20.196,1
CA-2015-164882,10/31/2015,10/31/2015,Same Day,SG-20080,Redlands,OFF-SU-10004231,29.7,3,0,8.019,1
CA-2015-164882,10/31/2015,10/31/2015,Same Day,SG-20080,Redlands,TEC-PH-10001578,1295.84,4,0.2,145.782,1
CA-2015-164882,10/31/2015,10/31/2015,Same Day,SG-20080,Redlands,OFF-ST-10003638,46.84,2,0,12.6468,1
CA-2015-164882,10/31/2015,10/31/2015,Same Day,SG-20080,Redlands,FUR-BO-10002213,425.833,1,0.15,20.0392,1
CA-2015-159786,10/12/2015,10/17/2015,Second Class,RK-19300,Rochester,FUR-TA-10001307,209.67,1,0.4,-13.978,0
CA-2016-130267,9/19/2016,9/23/2016,Standard Class,SW-20245,Stockton,OFF-PA-10002222,159.88,7,0,73.5448,0
CA-2017-155460,4/13/2017,4/15/2017,First Class,RW-19630,Seattle,OFF-PA-10002479,5.28,1,0,2.376,0
CA-2017-155460,4/13/2017,4/15/2017,First Class,RW-19630,Seattle,OFF-BI-10003091,895.92,5,0.2,302.373,0
US-2017-168690,1/7/2017,1/13/2017,Standard Class,TS-21085,Ormond Beach,OFF-BI-10000145,2.808,3,0.7,-1.9656,0
CA-2017-158246,11/9/2017,11/11/2017,First Class,JB-15400,Sunnyvale,FUR-CH-10003061,215.976,3,0.2,-2.6997,0
CA-2017-167381,9/22/2017,9/24/2017,Second Class,EH-14005,Lansing,FUR-BO-10001972,241.96,2,0,41.1332,0
CA-2017-167381,9/22/2017,9/24/2017,Second Class,EH-14005,Lansing,OFF-LA-10000134,27.72,9,0,13.3056,0
CA-2017-144862,12/1/2017,12/5/2017,Standard Class,EH-14005,Philadelphia,OFF-EN-10003040,104.68,5,0.2,35.3295,0
CA-2017-144862,12/1/2017,12/5/2017,Standard Class,EH-14005,Philadelphia,TEC-PH-10000923,62.958,7,0.4,9.4437,0
CA-2014-126032,6/23/2014,6/28/2014,Standard Class,BS-11665,Philadelphia,TEC-AC-10000158,86.376,3,0.2,1.0797,0
CA-2015-134859,10/4/2015,10/9/2015,Standard Class,JK-16120,Philadelphia,FUR-FU-10003623,64.944,3,0.2,6.4944,0
CA-2015-134859,10/4/2015,10/9/2015,Standard Class,JK-16120,Philadelphia,OFF-PA-10001293,20.736,4,0.2,7.2576,0
US-2014-114188,5/20/2014,5/22/2014,Second Class,RF-19345,Dover,OFF-AP-10000124,33.28,4,0,9.3184,0
US-2014-114188,5/20/2014,5/22/2014,Second Class,RF-19345,Dover,OFF-AR-10004511,38.52,9,0,11.9412,0
US-2014-114188,5/20/2014,5/22/2014,Second Class,RF-19345,Dover,FUR-FU-10000076,139.86,7,0,60.1398,0
CA-2015-156524,11/20/2015,11/26/2015,Standard Class,DL-12865,New York City,OFF-PA-10003883,19.65,3,0,9.039,0
CA-2015-122210,11/30/2015,12/4/2015,Standard Class,WB-21850,Philadelphia,OFF-BI-10003656,152.991,3,0.7,-122.3928,0
CA-2015-122210,11/30/2015,12/4/2015,Standard Class,WB-21850,Philadelphia,OFF-FA-10000053,10.584,7,0.2,-2.3814,0
CA-2015-122210,11/30/2015,12/4/2015,Standard Class,WB-21850,Philadelphia,TEC-PH-10002807,94.92,4,0.4,15.82,0
CA-2015-156377,12/31/2015,1/5/2016,Standard Class,TB-21625,Grand Prairie,FUR-FU-10002364,14.76,5,0.6,-11.439,0
CA-2015-156377,12/31/2015,1/5/2016,Standard Class,TB-21625,Grand Prairie,OFF-BI-10002954,3.656,4,0.8,-5.8496,0
US-2017-157896,11/16/2017,11/16/2017,Same Day,CB-12415,New York City,OFF-PA-10004092,146.82,3,0,73.41,0
CA-2014-159520,6/6/2014,6/11/2014,Standard Class,GT-14635,Long Beach,OFF-BI-10003982,149.544,9,0.2,50.4711,0
CA-2014-159520,6/6/2014,6/11/2014,Standard Class,GT-14635,Long Beach,OFF-SU-10001664,17.14,2,0,4.4564,0
CA-2014-159520,6/6/2014,6/11/2014,Standard Class,GT-14635,Long Beach,FUR-TA-10003238,991.764,3,0.4,-347.1174,0
CA-2016-155481,9/1/2016,9/5/2016,Standard Class,DK-13225,Philadelphia,OFF-PA-10004675,30.48,6,0.2,9.906,0
CA-2016-155481,9/1/2016,9/5/2016,Standard Class,DK-13225,Philadelphia,TEC-PH-10002293,23.988,2,0.4,-4.7976,0
CA-2016-155481,9/1/2016,9/5/2016,Standard Class,DK-13225,Philadelphia,OFF-FA-10002780,16.688,7,0.2,5.4236,0
US-2016-152051,6/25/2016,6/29/2016,Standard Class,TS-21160,York,FUR-CH-10002965,422.058,3,0.3,-18.0882,1
US-2016-152051,6/25/2016,6/29/2016,Standard Class,TS-21160,York,OFF-BI-10004781,38.088,4,0.7,-27.9312,1
US-2016-152051,6/25/2016,6/29/2016,Standard Class,TS-21160,York,OFF-ST-10001713,254.352,6,0.2,-50.8704,1
CA-2014-141607,12/12/2014,12/17/2014,Standard Class,WB-21850,Concord,FUR-FU-10003975,43.31,1,0,4.331,0
CA-2017-102771,3/31/2017,4/5/2017,Standard Class,DO-13435,New York City,TEC-PH-10001536,84.95,5,0,22.087,0
US-2017-139969,11/19/2017,11/26/2017,Standard Class,AF-10870,College Station,FUR-CH-10001973,233.058,3,0.3,-53.2704,0
CA-2014-167360,11/24/2014,11/29/2014,Second Class,RB-19435,Saint Louis,TEC-AC-10001772,111.79,7,0,43.5981,0
CA-2015-123505,11/22/2015,11/26/2015,Standard Class,AR-10540,Quincy,OFF-PA-10002586,14.94,3,0,7.0218,0
CA-2016-117282,7/14/2016,7/18/2016,Standard Class,DR-12880,New York City,OFF-BI-10004094,14.16,2,0.2,5.133,0
US-2016-120460,4/30/2016,5/5/2016,Standard Class,BF-11170,Dallas,FUR-FU-10004973,22.608,3,0.6,-10.1736,0
CA-2016-111115,7/25/2016,7/27/2016,Second Class,LB-16735,Los Angeles,OFF-FA-10000624,21.48,6,0,10.74,0
CA-2014-124646,6/22/2014,6/24/2014,First Class,DV-13465,Minneapolis,OFF-ST-10001097,501.81,3,0,0,0
CA-2014-124646,6/22/2014,6/24/2014,First Class,DV-13465,Minneapolis,OFF-ST-10001469,161.94,3,0,9.7164,0
CA-2017-148166,10/21/2017,10/26/2017,Standard Class,NK-18490,Deltona,OFF-AR-10004956,17.856,4,0.2,2.0088,0
CA-2016-159737,9/3/2016,9/9/2016,Standard Class,CS-11950,Chicago,OFF-BI-10004236,8.808,3,0.8,-14.9736,0
CA-2016-141019,5/14/2016,5/14/2016,Same Day,LH-17155,Cincinnati,FUR-FU-10002937,79.384,1,0.2,29.769,0
CA-2016-101938,1/7/2016,1/12/2016,Standard Class,DW-13480,Oakland,OFF-AR-10003696,34.58,1,0,10.0282,0
CA-2017-166296,3/13/2017,3/19/2017,Standard Class,KF-16285,Manteca,OFF-PA-10004359,314.55,3,0,150.984,0
CA-2016-154018,10/13/2016,10/19/2016,Standard Class,HA-14920,Laredo,TEC-AC-10002402,191.976,3,0.2,23.997,0
CA-2016-154018,10/13/2016,10/19/2016,Standard Class,HA-14920,Laredo,OFF-PA-10000551,8.288,2,0.2,3.0044,0
CA-2016-154018,10/13/2016,10/19/2016,Standard Class,HA-14920,Laredo,FUR-FU-10003394,139.92,5,0.6,-150.414,0
CA-2016-154018,10/13/2016,10/19/2016,Standard Class,HA-14920,Laredo,OFF-AR-10002067,15.872,1,0.2,1.1904,0
CA-2016-154018,10/13/2016,10/19/2016,Standard Class,HA-14920,Laredo,OFF-BI-10004140,6.286,7,0.8,-11.0005,0
CA-2017-117870,1/27/2017,1/30/2017,Second Class,JH-15820,Kent,OFF-AR-10004078,14.016,3,0.2,1.752,0
CA-2017-117870,1/27/2017,1/30/2017,Second Class,JH-15820,Kent,TEC-AC-10000927,71.976,3,0.2,-8.997,0
